"","fticrWEOM_processed_60846_2_BTM_rep1_aq2","fticrWEOM_processed_60846_5_BTM_rep1_aq2"
"C23 H39 O9 N1",1,0
"C24 H43 O8 N1",1,0
"C12 H15 O12 N2 P1 S2",1,1
"C21 H14 O11 S1",1,0
"C32 H10 O5",1,0
"C22 H18 O12",1,1
"C19 H23 O12 P1",1,1
"C19 H22 O14",1,1
"C27 H23 O4 P1 S1",1,0
"C23 H22 O11",1,1
"C20 H27 O11 P1",1,1
"C20 H26 O13",1,1
"C24 H26 O10",1,1
"C21 H31 O10 P1",1,1
"C21 H30 O12",1,1
"C25 H30 O9",1,1
"C22 H35 O9 P1",1,1
"C22 H34 O11",1,1
"C19 H39 O11 P1",1,0
"C26 H34 O8",1,1
"C23 H39 O8 P1",1,1
"C23 H38 O10",1,1
"C20 H43 O10 P1",1,0
"C27 H38 O7",1,1
"C24 H43 O7 P1",1,0
"C28 H42 O4 S1",1,1
"C24 H42 O9",1,1
"C28 H43 O4 P1",1,1
"C25 H46 O8",1,1
"C26 H50 O7",1,0
"C28 H59 O3 P1",1,0
"C18 H21 O14 N1",1,1
"C22 H21 O11 N1",1,1
"C19 H25 O13 N1",1,1
"C23 H25 O10 N1",1,1
"C20 H29 O12 N1",1,1
"C24 H29 O9 N1",1,1
"C21 H33 O11 N1",1,1
"C22 H37 O10 N1",1,1
"C26 H37 O7 N1",1,0
"C23 H41 O9 N1",1,0
"C27 H41 O6 N1",1,1
"C19 H13 O7 N2 P1 S2",1,0
"C13 H21 O15 N2 P1",1,0
"C18 H21 O13 P1",1,1
"C22 H20 O12",1,1
"C19 H25 O12 P1",1,1
"C23 H24 O11",1,1
"C20 H29 O11 P1",1,1
"C20 H28 O13",1,1
"C24 H29 O8 P1",1,1
"C24 H28 O10",1,1
"C21 H33 O10 P1",1,1
"C21 H32 O12",1,1
"C25 H33 O7 P1",1,1
"C25 H32 O9",1,1
"C22 H37 O9 P1",1,1
"C22 H36 O11",1,1
"C26 H36 O8",1,1
"C23 H41 O8 P1",1,1
"C23 H40 O10",1,1
"C27 H41 O5 P1",1,1
"C24 H45 O7 P1",1,1
"C24 H44 O9",1,1
"C23 H45 O6 N2 P1",1,0
"C28 H45 O4 P1",1,0
"C25 H49 O6 P1",1,0
"C26 H53 O5 P1",1,0
"C13 H4 O13 N1 P1 S2",1,0
"C24 H20 O6 N3 P1",1,0
"C14 H27 O11 N3 S2",1,0
"C18 H23 O14 N1",1,1
"C22 H23 O11 N1",1,1
"C27 H28 O1 N1 P1 S2",1,1
"C19 H27 O13 N1",1,1
"C23 H27 O10 N1",1,1
"C20 H31 O12 N1",1,1
"C21 H36 O9 N1 P1",1,0
"C21 H35 O11 N1",1,1
"C22 H39 O10 N1",1,1
"C26 H39 O7 N1",1,0
"C23 H43 O9 N1",1,0
"C22 H43 O8 N3",1,0
"C22 H7 O7 P1 S2",1,0
"C19 H10 O13 S1",1,0
"C31 H11 O2 P1 S1",1,0
"C21 H18 O13",1,1
"C18 H23 O13 P1",1,1
"C22 H22 O12",1,1
"C19 H27 O12 P1",1,1
"C27 H27 O4 P1 S1",1,1
"C23 H27 O9 P1",1,1
"C23 H26 O11",1,1
"C20 H31 O11 P1",1,1
"C20 H35 O5 N2 P1 S2",1,0
"C24 H31 O8 P1",1,1
"C19 H30 O12 N2",1,0
"C24 H30 O10",1,1
"C21 H34 O10 S1",1,0
"C21 H35 O10 P1",1,1
"C21 H34 O12",1,1
"C25 H35 O7 P1",1,1
"C25 H34 O9",1,1
"C22 H39 O9 P1",1,1
"C26 H38 O8",1,1
"C23 H43 O8 P1",1,1
"C27 H43 O5 P1",1,0
"C27 H42 O7",1,0
"C24 H47 O7 P1",1,0
"C25 H51 O6 P1",1,0
"C13 H5 O15 N1 S2",1,0
"C26 H10 O3 N1 P1 S2",1,0
"C26 H26 O2 N1 P1 S2",1,1
"C18 H25 O14 N1",1,0
"C22 H25 O11 N1",1,1
"C27 H30 O1 N1 P1 S2",1,1
"C19 H29 O13 N1",1,1
"C23 H29 O10 N1",1,1
"C20 H34 O10 N1 P1",1,0
"C20 H33 O12 N1",1,1
"C24 H34 O7 N1 P1",1,0
"C32 H33 O1 N1 S1",1,0
"C21 H38 O9 N1 P1",1,0
"C21 H37 O11 N1",1,1
"C27 H33 O5 N3",1,0
"C22 H41 O10 N1",1,1
"C18 H13 O8 N2 P1 S2",1,0
"C30 H9 O5 P1",1,0
"C20 H16 O10 S2",1,0
"C21 H20 O13",1,1
"C18 H25 O13 P1",1,1
"C22 H25 O10 P1",1,1
"C29 H20 O7",1,0
"C22 H24 O12",1,1
"C15 H33 O9 N2 P1 S2",1,0
"C19 H29 O12 P1",1,1
"C23 H29 O9 P1",1,1
"C23 H28 O11",1,1
"C20 H33 O11 P1",1,1
"C24 H33 O8 P1",1,1
"C24 H32 O10",1,1
"C21 H36 O10 S1",1,0
"C21 H37 O10 P1",1,1
"C25 H37 O7 P1",1,1
"C25 H36 O9",1,1
"C22 H41 O9 P1",1,1
"C21 H41 O8 N2 P1",1,0
"C26 H41 O6 P1",1,0
"C26 H40 O8",1,1
"C23 H45 O8 P1",1,1
"C27 H44 O7",1,0
"C24 H49 O7 P1",1,0
"C13 H8 O13 N1 P1 S2",1,0
"C21 H23 O12 N1",1,1
"C22 H27 O11 N1",1,1
"C27 H32 O1 N1 P1 S2",1,1
"C19 H32 O11 N1 P1",1,1
"C19 H31 O13 N1",1,1
"C27 H31 O5 N1 S1",1,0
"C16 H36 O13 N1 P1",1,0
"C23 H31 O10 N1",1,1
"C20 H36 O10 N1 P1",1,1
"C20 H35 O12 N1",1,1
"C21 H40 O9 N1 P1",1,0
"C21 H39 O11 N1",1,1
"C18 H10 O14 S1",1,0
"C20 H18 O14",1,1
"C21 H23 O11 P1",1,1
"C21 H22 O13",1,1
"C14 H31 O10 N2 P1 S2",1,0
"C18 H27 O13 P1",1,1
"C25 H22 O10",1,1
"C26 H27 O5 P1 S1",1,1
"C22 H27 O10 P1",1,1
"C22 H26 O12",1,1
"C15 H35 O9 N2 P1 S2",1,1
"C19 H31 O12 P1",1,1
"C26 H26 O9",1,1
"C23 H31 O9 P1",1,1
"C23 H30 O11",1,1
"C20 H35 O11 P1",1,1
"C27 H30 O8",1,1
"C24 H35 O8 P1",1,1
"C19 H34 O12 N2",1,0
"C24 H34 O10",1,1
"C21 H38 O10 S1",1,0
"C21 H39 O10 P1",1,1
"C25 H38 O9",1,1
"C22 H43 O9 P1",1,1
"C26 H43 O6 P1",1,0
"C26 H42 O8",1,1
"C23 H47 O8 P1",1,1
"C27 H46 O7",1,0
"C24 H21 O8 N1 S1",1,0
"C20 H21 O13 N1",1,1
"C25 H26 O3 N1 P1 S2",1,0
"C17 H25 O15 N1",1,0
"C21 H25 O12 N1",1,1
"C26 H30 O2 N1 P1 S2",1,1
"C18 H30 O12 N1 P1",1,1
"C14 H33 O11 N3 S2",1,1
"C22 H29 O11 N1",1,1
"C21 H30 O8 N3 P1",1,1
"C27 H34 O1 N1 P1 S2",1,1
"C19 H34 O11 N1 P1",1,1
"C19 H33 O13 N1",1,1
"C23 H33 O10 N1",1,1
"C20 H38 O10 N1 P1",1,1
"C20 H37 O12 N1",1,0
"C21 H41 O11 N1",1,0
"C15 H5 O13 N2 P1 S1",1,1
"C12 H25 O12 N2 P1 S2",1,0
"C24 H21 O7 P1 S1",1,1
"C20 H20 O14",1,1
"C24 H20 O11",1,1
"C21 H25 O11 P1",1,1
"C21 H24 O13",1,1
"C14 H33 O10 N2 P1 S2",1,1
"C25 H24 O10",1,1
"C26 H29 O5 P1 S1",1,0
"C22 H29 O10 P1",1,1
"C22 H28 O12",1,1
"C26 H28 O9",1,1
"C14 H32 O16 N2",1,1
"C23 H33 O9 P1",1,1
"C23 H32 O11",1,1
"C20 H37 O11 P1",1,1
"C24 H37 O8 P1",1,1
"C24 H36 O10",1,1
"C21 H41 O10 P1",1,1
"C25 H41 O7 P1",1,1
"C25 H40 O9",1,1
"C22 H45 O9 P1",1,1
"C26 H44 O8",1,1
"C23 H48 O8 S1",1,0
"C27 H48 O7",1,1
"C28 H52 O6",1,0
"C20 H23 O13 N1",1,1
"C25 H28 O3 N1 P1 S2",1,0
"C21 H27 O12 N1",1,1
"C26 H32 O2 N1 P1 S2",1,0
"C18 H32 O12 N1 P1",1,1
"C18 H36 O6 N3 P1 S2",1,1
"C25 H31 O3 N3 S2",1,0
"C22 H31 O11 N1",1,1
"C19 H36 O11 N1 P1",1,1
"C19 H35 O13 N1",1,0
"C23 H35 O10 N1",1,1
"C20 H39 O12 N1",1,0
"C27 H40 O1 N3 P1 S1",1,0
"C27 H51 O2 N1 S2",1,0
"C22 H14 O13",1,1
"C24 H23 O7 P1 S1",1,1
"C20 H23 O12 P1",1,1
"C20 H22 O14",1,1
"C13 H31 O11 N2 P1 S2",1,1
"C24 H22 O11",1,1
"C25 H27 O6 P1 S1",1,0
"C21 H27 O11 P1",1,1
"C21 H26 O13",1,1
"C25 H26 O10",1,1
"C22 H31 O10 P1",1,1
"C30 H30 O4 S1",1,0
"C19 H35 O12 P1",1,1
"C26 H30 O9",1,1
"C23 H35 O9 P1",1,1
"C23 H34 O11",1,1
"C20 H39 O11 P1",1,1
"C27 H34 O8",1,1
"C24 H39 O8 P1",1,1
"C24 H38 O10",1,1
"C25 H43 O7 P1",1,0
"C25 H42 O9",1,1
"C22 H46 O9 S1",1,0
"C29 H43 O4 P1",1,0
"C26 H47 O6 P1",1,0
"C26 H46 O8",1,1
"C30 H46 O5",1,0
"C27 H50 O7",1,0
"C28 H54 O6",1,0
"C19 H21 O14 N1",1,1
"C20 H25 O13 N1",1,1
"C25 H30 O3 N1 P1 S2",1,1
"C21 H29 O12 N1",1,1
"C22 H33 O11 N1",1,1
"C19 H37 O13 N1",1,0
"C23 H37 O10 N1",1,1
"C24 H41 O9 N1",1,0
"C24 H9 O6 P1 S2",1,0
"C13 H17 O12 N2 P1 S2",1,1
"C22 H16 O9 S2",1,0
"C12 H29 O12 N2 P1 S2",1,0
"C23 H20 O12",1,1
"C24 H25 O7 P1 S1",1,0
"C20 H25 O12 P1",1,1
"C20 H24 O14",1,1
"C24 H24 O11",1,1
"C21 H29 O11 P1",1,1
"C21 H28 O13",1,1
"C29 H28 O5 S1",1,0
"C18 H33 O13 P1",1,1
"C25 H28 O10",1,1
"C22 H33 O10 P1",1,1
"C22 H32 O12",1,1
"C19 H37 O12 P1",1,1
"C26 H32 O9",1,1
"C20 H40 O9 S2",1,0
"C23 H37 O9 P1",1,1
"C23 H36 O11",1,1
"C20 H41 O11 P1",1,0
"C27 H36 O8",1,1
"C24 H41 O8 P1",1,1
"C24 H40 O10",1,1
"C28 H40 O7",1,1
"C25 H45 O7 P1",1,0
"C25 H44 O9",1,1
"C26 H48 O8",1,1
"C31 H52 O4",1,1
"C29 H61 O3 P1",1,0
"C19 H23 O14 N1",1,1
"C20 H27 O13 N1",1,1
"C24 H27 O10 N1",1,1
"C21 H31 O12 N1",1,1
"C22 H35 O11 N1",1,1
"C27 H40 O1 N1 P1 S2",1,0
"C23 H39 O10 N1",1,1
"C24 H43 O9 N1",1,0
"C32 H44 O1 N1 P1",1,1
"C24 H11 O6 P1 S2",1,0
"C21 H14 O12 S1",1,1
"C22 H18 O13",1,1
"C19 H23 O13 P1",1,1
"C23 H22 O12",1,1
"C20 H27 O12 P1",1,1
"C24 H27 O9 P1",1,1
"C24 H26 O11",1,1
"C21 H31 O11 P1",1,1
"C21 H30 O13",1,1
"C25 H31 O8 P1",1,1
"C25 H30 O10",1,1
"C22 H35 O10 P1",1,1
"C22 H34 O12",1,1
"C19 H39 O12 P1",1,0
"C26 H34 O9",1,1
"C23 H39 O9 P1",1,1
"C23 H38 O11",1,1
"C27 H38 O8",1,1
"C24 H43 O8 P1",1,1
"C24 H42 O10",1,1
"C28 H43 O5 P1",1,1
"C25 H47 O7 P1",1,0
"C25 H46 O9",1,0
"C14 H6 O13 N1 P1 S2",1,0
"C19 H25 O14 N1",1,1
"C23 H25 O11 N1",1,1
"C28 H30 O1 N1 P1 S2",1,1
"C20 H29 O13 N1",1,1
"C24 H29 O10 N1",1,1
"C21 H33 O12 N1",1,1
"C22 H37 O11 N1",1,1
"C23 H41 O10 N1",1,1
"C27 H41 O7 N1",1,1
"C24 H45 O9 N1",1,0
"C24 H50 O1 N3 P1 S2",1,0
"C23 H9 O7 P1 S2",1,0
"C20 H12 O13 S1",1,0
"C22 H20 O13",1,1
"C19 H25 O13 P1",1,1
"C23 H25 O10 P1",1,0
"C23 H24 O12",1,1
"C20 H29 O12 P1",1,1
"C28 H29 O4 P1 S1",1,1
"C24 H29 O9 P1",1,1
"C24 H28 O11",1,1
"C21 H33 O11 P1",1,1
"C21 H32 O13",1,1
"C25 H33 O8 P1",1,1
"C25 H32 O10",1,1
"C22 H37 O10 P1",1,1
"C22 H36 O12",1,1
"C26 H36 O9",1,1
"C23 H41 O9 P1",1,1
"C23 H40 O11",1,0
"C27 H41 O6 P1",1,1
"C27 H40 O8",1,1
"C24 H45 O8 P1",1,1
"C23 H45 O7 N2 P1",1,0
"C28 H45 O5 P1",1,0
"C25 H49 O7 P1",1,0
"C26 H53 O6 P1",1,0
"C22 H23 O12 N1",1,1
"C27 H28 O2 N1 P1 S2",1,1
"C19 H27 O14 N1",1,0
"C23 H27 O11 N1",1,1
"C28 H32 O1 N1 P1 S2",1,1
"C20 H31 O13 N1",1,1
"C24 H31 O10 N1",1,1
"C21 H36 O10 N1 P1",1,0
"C21 H35 O12 N1",1,1
"C22 H40 O9 N1 P1",1,0
"C22 H39 O11 N1",1,1
"C23 H43 O10 N1",1,0
"C22 H22 O13",1,1
"C19 H27 O13 P1",1,1
"C23 H27 O10 P1",1,1
"C23 H26 O12",1,1
"C20 H31 O12 P1",1,1
"C27 H26 O9",1,1
"C24 H31 O9 P1",1,1
"C19 H30 O13 N2",1,0
"C24 H30 O11",1,1
"C21 H35 O11 P1",1,1
"C25 H35 O8 P1",1,1
"C25 H34 O10",1,1
"C22 H39 O10 P1",1,1
"C22 H38 O12",1,1
"C26 H38 O9",1,1
"C23 H43 O9 P1",1,1
"C27 H43 O6 P1",1,0
"C34 H38 O3",1,0
"C27 H42 O8",1,1
"C24 H47 O8 P1",1,1
"C25 H51 O7 P1",1,0
"C14 H10 O13 N1 P1 S2",1,0
"C26 H26 O3 N1 P1 S2",1,1
"C22 H26 O8 N1 P1 S1",1,0
"C22 H25 O12 N1",1,1
"C27 H30 O2 N1 P1 S2",1,1
"C23 H29 O11 N1",1,1
"C28 H34 O1 N1 P1 S2",1,1
"C20 H34 O11 N1 P1",1,1
"C20 H33 O13 N1",1,1
"C23 H33 O7 N3 S1",1,0
"C24 H33 O10 N1",1,1
"C21 H38 O10 N1 P1",1,1
"C21 H37 O12 N1",1,1
"C22 H41 O11 N1",1,1
"C19 H12 O14 S1",1,0
"C24 H16 O12",1,1
"C25 H21 O7 P1 S1",1,1
"C21 H20 O14",1,1
"C18 H25 O14 P1",1,0
"C25 H20 O11",1,1
"C26 H25 O6 P1 S1",1,1
"C22 H25 O11 P1",1,1
"C22 H24 O13",1,1
"C15 H33 O10 N2 P1 S2",1,1
"C19 H29 O13 P1",1,1
"C26 H24 O10",1,1
"C23 H29 O10 P1",1,1
"C23 H28 O12",1,1
"C16 H37 O9 N2 P1 S2",1,1
"C20 H33 O12 P1",1,1
"C27 H28 O9",1,1
"C23 H33 O6 N2 P1 S1",1,1
"C24 H33 O9 P1",1,1
"C19 H32 O13 N2",1,0
"C24 H32 O11",1,1
"C21 H36 O11 S1",1,0
"C21 H37 O11 P1",1,1
"C25 H37 O8 P1",1,1
"C20 H36 O12 N2",1,0
"C25 H36 O10",1,1
"C22 H41 O10 P1",1,1
"C21 H41 O9 N2 P1",1,0
"C26 H41 O7 P1",1,1
"C26 H40 O9",1,1
"C23 H45 O9 P1",1,1
"C27 H45 O6 P1",1,0
"C27 H44 O8",1,1
"C24 H49 O8 P1",1,0
"C28 H48 O7",1,0
"C29 H52 O6",1,0
"C26 H12 O4 N1 P1 S2",1,0
"C21 H23 O13 N1",1,1
"C26 H28 O3 N1 P1 S2",1,1
"C22 H27 O12 N1",1,1
"C27 H32 O2 N1 P1 S2",1,1
"C19 H32 O12 N1 P1",1,1
"C19 H31 O14 N1",1,0
"C23 H31 O11 N1",1,1
"C28 H36 O1 N1 P1 S2",1,1
"C20 H36 O11 N1 P1",1,1
"C20 H35 O13 N1",1,1
"C24 H35 O10 N1",1,1
"C21 H40 O10 N1 P1",1,0
"C21 H39 O12 N1",1,0
"C16 H7 O13 N2 P1 S1",1,1
"C23 H14 O13",1,1
"C24 H18 O12",1,1
"C21 H23 O12 P1",1,1
"C21 H22 O14",1,1
"C14 H31 O11 N2 P1 S2",1,0
"C25 H22 O11",1,1
"C26 H27 O6 P1 S1",1,0
"C22 H27 O11 P1",1,1
"C22 H26 O13",1,1
"C15 H35 O10 N2 P1 S2",1,1
"C26 H26 O10",1,1
"C23 H31 O10 P1",1,1
"C30 H26 O7",1,0
"C23 H30 O12",1,1
"C20 H35 O12 P1",1,1
"C27 H30 O9",1,1
"C24 H35 O9 P1",1,1
"C24 H34 O11",1,1
"C21 H38 O11 S1",1,0
"C21 H39 O11 P1",1,1
"C28 H34 O8",1,1
"C25 H39 O8 P1",1,1
"C25 H38 O10",1,1
"C22 H43 O10 P1",1,1
"C26 H43 O7 P1",1,0
"C26 H42 O9",1,1
"C23 H47 O9 P1",1,0
"C27 H46 O8",1,1
"C28 H50 O7",1,0
"C29 H54 O6",1,0
"C21 H25 O13 N1",1,1
"C26 H30 O3 N1 P1 S2",1,1
"C14 H34 O10 N3 P1 S2",1,0
"C14 H33 O12 N3 S2",1,1
"C22 H29 O12 N1",1,1
"C27 H34 O2 N1 P1 S2",1,1
"C19 H34 O12 N1 P1",1,1
"C19 H33 O14 N1",1,1
"C23 H33 O11 N1",1,1
"C28 H38 O1 N1 P1 S2",1,1
"C20 H38 O11 N1 P1",1,0
"C20 H37 O13 N1",1,1
"C24 H37 O10 N1",1,1
"C21 H41 O12 N1",1,0
"C22 H45 O9 N1 S1",1,0
"C24 H42 O6 N3 P1",1,0
"C24 H21 O8 P1 S1",1,0
"C24 H20 O12",1,1
"C25 H25 O7 P1 S1",1,1
"C21 H25 O12 P1",1,1
"C21 H24 O14",1,1
"C14 H33 O11 N2 P1 S2",1,1
"C25 H24 O11",1,1
"C22 H29 O11 P1",1,1
"C22 H28 O13",1,1
"C26 H28 O10",1,1
"C23 H33 O10 P1",1,1
"C23 H32 O12",1,1
"C20 H37 O12 P1",1,1
"C27 H32 O9",1,1
"C24 H37 O9 P1",1,1
"C24 H36 O11",1,1
"C21 H41 O11 P1",1,0
"C28 H36 O8",1,1
"C25 H41 O8 P1",1,1
"C25 H40 O10",1,1
"C22 H45 O10 P1",1,0
"C29 H40 O7",1,1
"C26 H45 O7 P1",1,0
"C26 H44 O9",1,1
"C23 H49 O9 P1",1,0
"C30 H44 O6",1,0
"C27 H48 O8",1,1
"C28 H52 O7",1,0
"C21 H27 O13 N1",1,1
"C26 H32 O3 N1 P1 S2",1,1
"C25 H27 O10 N1",1,1
"C22 H31 O12 N1",1,1
"C27 H36 O2 N1 P1 S2",1,1
"C19 H36 O12 N1 P1",1,0
"C19 H35 O14 N1",1,1
"C23 H35 O11 N1",1,1
"C28 H40 O1 N1 P1 S2",1,1
"C24 H39 O10 N1",1,1
"C25 H43 O9 N1",1,0
"C33 H11 O4 P1",1,0
"C23 H18 O9 S2",1,0
"C20 H23 O13 P1",1,1
"C13 H31 O12 N2 P1 S2",1,0
"C24 H22 O12",1,1
"C21 H27 O12 P1",1,1
"C21 H26 O14",1,1
"C29 H27 O4 P1 S1",1,0
"C25 H26 O11",1,1
"C22 H31 O11 P1",1,1
"C22 H30 O13",1,1
"C26 H31 O8 P1",1,0
"C26 H30 O10",1,1
"C23 H35 O10 P1",1,1
"C23 H34 O12",1,1
"C20 H39 O12 P1",1,1
"C27 H34 O9",1,1
"C24 H39 O9 P1",1,1
"C24 H38 O11",1,1
"C28 H38 O8",1,1
"C25 H43 O8 P1",1,1
"C25 H42 O10",1,1
"C26 H47 O7 P1",1,0
"C26 H46 O9",1,1
"C30 H46 O6",1,0
"C27 H50 O8",1,0
"C20 H25 O14 N1",1,1
"C29 H30 O1 N1 P1 S2",1,0
"C21 H29 O13 N1",1,1
"C25 H29 O10 N1",1,1
"C26 H34 O5 N1 P1 S1",1,0
"C22 H33 O12 N1",1,1
"C19 H37 O14 N1",1,0
"C23 H37 O11 N1",1,1
"C28 H42 O1 N1 P1 S2",1,1
"C24 H41 O10 N1",1,1
"C25 H45 O9 N1",1,0
"C16 H8 O15 S2",1,0
"C24 H9 O7 P1 S2",1,0
"C22 H16 O12 S1",1,1
"C23 H20 O13",1,1
"C20 H25 O13 P1",1,1
"C24 H24 O12",1,1
"C21 H29 O12 P1",1,1
"C25 H29 O9 P1",1,1
"C25 H28 O11",1,1
"C22 H33 O11 P1",1,1
"C22 H32 O13",1,1
"C26 H33 O8 P1",1,1
"C26 H32 O10",1,1
"C23 H37 O10 P1",1,1
"C23 H36 O12",1,1
"C27 H37 O7 P1",1,0
"C20 H41 O12 P1",1,0
"C27 H36 O9",1,1
"C24 H41 O9 P1",1,1
"C24 H40 O11",1,1
"C28 H40 O8",1,1
"C25 H45 O8 P1",1,1
"C25 H44 O10",1,1
"C24 H45 O7 N2 P1",1,0
"C26 H49 O7 P1",1,0
"C26 H48 O9",1,0
"C28 H57 O5 P1",1,0
"C18 H8 O9 N3 P1 S2",1,0
"C28 H28 O2 N1 P1 S2",1,1
"C20 H27 O14 N1",1,1
"C24 H27 O11 N1",1,1
"C29 H32 O1 N1 P1 S2",1,1
"C21 H31 O13 N1",1,1
"C22 H35 O12 N1",1,1
"C23 H39 O11 N1",1,1
"C24 H43 O10 N1",1,0
"C25 H52 O1 N3 P1 S2",1,0
"C24 H11 O7 P1 S2",1,1
"C24 H11 O9 P1 S1",1,0
"C27 H23 O6 P1 S1",1,0
"C30 H18 O8",1,1
"C23 H22 O13",1,1
"C31 H22 O5 S1",1,0
"C20 H27 O13 P1",1,1
"C24 H27 O10 P1",1,1
"C24 H26 O12",1,1
"C21 H31 O12 P1",1,1
"C25 H31 O9 P1",1,1
"C25 H30 O11",1,1
"C22 H35 O11 P1",1,1
"C26 H35 O8 P1",1,1
"C19 H39 O13 P1",1,0
"C26 H34 O10",1,1
"C23 H39 O10 P1",1,1
"C23 H38 O12",1,1
"C20 H42 O12 S1",1,0
"C22 H39 O9 N2 P1",1,0
"C27 H39 O7 P1",1,1
"C27 H38 O9",1,1
"C24 H43 O9 P1",1,1
"C24 H42 O11",1,1
"C23 H43 O8 N2 P1",1,0
"C28 H42 O8",1,1
"C25 H47 O8 P1",1,1
"C26 H51 O7 P1",1,0
"C30 H50 O4 S1",1,0
"C23 H25 O12 N1",1,1
"C28 H30 O2 N1 P1 S2",1,1
"C20 H29 O14 N1",1,1
"C24 H29 O11 N1",1,1
"C29 H34 O1 N1 P1 S2",1,1
"C21 H33 O13 N1",1,1
"C25 H33 O10 N1",1,1
"C22 H37 O12 N1",1,1
"C23 H42 O9 N1 P1",1,0
"C23 H41 O11 N1",1,0
"C22 H41 O10 N3",1,0
"C24 H45 O10 N1",1,0
"C24 H13 O7 P1 S2",1,1
"C22 H20 O14",1,1
"C23 H25 O11 P1",1,1
"C30 H20 O8",1,0
"C23 H24 O13",1,1
"C20 H29 O13 P1",1,1
"C27 H24 O10",1,1
"C28 H29 O5 P1 S1",1,1
"C24 H29 O10 P1",1,1
"C24 H28 O12",1,1
"C21 H33 O12 P1",1,1
"C25 H33 O9 P1",1,1
"C25 H32 O11",1,1
"C22 H37 O11 P1",1,1
"C26 H37 O8 P1",1,1
"C26 H36 O10",1,1
"C23 H40 O10 S1",1,0
"C25 H37 O7 N2 P1",1,0
"C23 H41 O10 P1",1,1
"C22 H41 O9 N2 P1",1,0
"C27 H41 O7 P1",1,1
"C27 H40 O9",1,1
"C24 H45 O9 P1",1,1
"C28 H45 O6 P1",1,0
"C28 H44 O8",1,1
"C25 H49 O8 P1",1,1
"C13 H8 O13 N3 P1 S2",1,0
"C25 H8 O6 N3 P1 S1",1,0
"C23 H27 O12 N1",1,1
"C28 H32 O2 N1 P1 S2",1,1
"C31 H27 O4 N1 S1",1,0
"C20 H32 O12 N1 P1",1,0
"C24 H31 O11 N1",1,1
"C29 H36 O1 N1 P1 S2",1,1
"C21 H36 O11 N1 P1",1,1
"C21 H35 O13 N1",1,1
"C25 H35 O10 N1",1,1
"C22 H40 O10 N1 P1",1,0
"C22 H39 O12 N1",1,1
"C26 H39 O9 N1",1,0
"C23 H43 O11 N1",1,0
"C27 H43 O8 N1",1,0
"C18 H6 O14 S2",1,0
"C20 H14 O14 S1",1,0
"C24 H14 O13",1,1
"C22 H23 O12 P1",1,0
"C22 H22 O14",1,1
"C15 H31 O11 N2 P1 S2",1,0
"C26 H22 O11",1,1
"C16 H30 O16 S1",1,0
"C18 H27 O13 N2 P1",1,0
"C23 H27 O11 P1",1,1
"C23 H26 O13",1,1
"C16 H35 O10 N2 P1 S2",1,0
"C20 H31 O13 P1",1,1
"C27 H26 O10",1,1
"C24 H31 O10 P1",1,1
"C24 H30 O12",1,1
"C17 H39 O9 N2 P1 S2",1,1
"C21 H35 O12 P1",1,1
"C28 H30 O9",1,1
"C25 H35 O9 P1",1,1
"C20 H34 O13 N2",1,0
"C25 H34 O11",1,1
"C22 H39 O11 P1",1,1
"C22 H38 O13",1,1
"C32 H34 O2 N2 S1",1,0
"C21 H39 O10 N2 P1",1,0
"C26 H39 O8 P1",1,1
"C26 H38 O10",1,1
"C23 H43 O10 P1",1,1
"C27 H43 O7 P1",1,1
"C27 H42 O9",1,1
"C24 H47 O9 P1",1,1
"C28 H46 O8",1,1
"C29 H50 O7",1,0
"C30 H55 O4 P1",1,1
"C32 H17 O6 N1",1,0
"C22 H25 O13 N1",1,1
"C27 H30 O3 N1 P1 S2",1,1
"C34 H25 O2 N1 S1",1,0
"C23 H30 O10 N1 P1",1,0
"C23 H29 O12 N1",1,1
"C20 H34 O12 N1 P1",1,1
"C24 H33 O11 N1",1,1
"C29 H38 O1 N1 P1 S2",1,1
"C21 H38 O11 N1 P1",1,1
"C21 H37 O13 N1",1,0
"C33 H37 O2 N1 S1",1,0
"C22 H42 O10 N1 P1",1,0
"C22 H41 O12 N1",1,0
"C29 H53 O6 N1",1,0
"C23 H13 O8 P1 S2",1,0
"C26 H13 O6 N2 P1 S1",1,0
"C24 H16 O13",1,1
"C25 H21 O8 P1 S1",1,0
"C25 H20 O12",1,1
"C22 H25 O12 P1",1,1
"C22 H24 O14",1,1
"C29 H24 O3 N2 S2",1,0
"C18 H29 O11 N2 P1 S1",1,0
"C15 H33 O11 N2 P1 S2",1,1
"C26 H24 O11",1,1
"C23 H29 O11 P1",1,1
"C23 H28 O13",1,1
"C16 H37 O10 N2 P1 S2",1,1
"C20 H33 O13 P1",1,1
"C27 H28 O10",1,1
"C24 H33 O10 P1",1,1
"C24 H32 O12",1,1
"C32 H32 O4 S1",1,0
"C21 H37 O12 P1",1,1
"C28 H32 O9",1,1
"C25 H37 O9 P1",1,1
"C25 H36 O11",1,1
"C22 H41 O11 P1",1,1
"C29 H36 O8",1,1
"C21 H41 O10 N2 P1",1,0
"C26 H41 O8 P1",1,1
"C26 H40 O10",1,1
"C23 H45 O10 P1",1,1
"C31 H44 O2 S2",1,0
"C27 H44 O9",1,1
"C28 H48 O8",1,1
"C29 H52 O7",1,0
"C22 H27 O13 N1",1,1
"C27 H32 O3 N1 P1 S2",1,1
"C15 H35 O12 N3 S2",1,0
